EAN|DESCRIPTION
9780142410349|In this book you will find: Boggis an enormously fat man, a chicken farmer and a mean man. Bunce, a pot bellied dwarf, a duck-and-goose farmer and a nasty man. Bean, a thin man, a turkey-and-apple farmer and a beastly man. Badger, the most respectable and well-behaved animal in the district. Rat, a rude creature and a drunkard, and also a Mrs. Fox and her four children.
9780062367006|<P><b>The fifth book in Erin Hunter&#8217;s #1 nationally bestselling Warriors series</b></p><P>Join the legion of fans who have made Erin Hunter&#8217;s Warriors series a bestselling phenomenon. More thrilling adventures, epic action, and fierce warrior cats await in <i>Warriors #5&#58; A Dangerous Path.</i></p><P>ShadowClan has chosen Tigerclaw as their new leader, and Fireheart fears that this old enemy still harbors dark plans for vengeance on his former Clan. A mysterious threat has invaded the forest, placing every cat&#8217;s life in peril. And ThunderClan&#8217;s beloved leader has turned her back on their warrior ancestors. Fireheart can&#8217;t help but wonder if she&#8217;s right&#8212;has StarClan abandoned them forever?</p><P>&#160;</p>
9780385735308|<P><b>Nicholas Flamel appeared in J.K. Rowling&rsquo;s Harry Potter&mdash;but did you know he really lived? And his secrets aren't safe!</b><i> </i><b>Discover the truth in book three of the <i>New York Times</i> bestselling series the Secrets of the Immortal Nicholas Flamel.</b> <br><br><u>The Problem&#58;</u> Perenelle Flamel is trapped.<br><br> <u>What&rsquo;s Worse&#58;</u> Sophie and Josh might soon be as well. <br><br>&#160;&#160; Paris was destroyed by John Dee and Niccolo Machiavelli, but the missing pages of the Book of Abraham the Mage are still protected from Dee and the Dark Elders. &#160;&#160; Except Perenelle is imprisoned on Alcatraz and now Scatty is missing, leaving a weakening Nicholas as Sophie and Josh's only protection in Lond, a city Dee has under his control.<br>&#160;&#160; The only hope of defeating Dee and escaping London is to find an Elder to teach the twins the third elemental magic&mdash;Water Magic. The bad news? The lone option is Gilgamesh the King, and he is absolutely insane.<br><br>"The Secrets of the Immortal Nicholas Flamel has <b>everything you loved about Harry Potter</b>, including <b>magic, mystery, and a constant battle of good versus evil.</b>"&#151;<i>Bustle</i> <br><br><b><u>Read the whole series!</u></b><br><i>The Alchemyst</i><br><i>The Magician</i><br><i>The Sorceress</i><br><i>The Necromancer</i><br><i>The Warlock</i><br><i>The Enchantress</i>
9780147510198|<P><b>Theodore Boone returns in this sixth adventure from international and worldwide bestseller John Grisham!</b><br><br>Thirteen-year-old Theodore Boone knows every judge, police officer, and court clerk in Strattenburg. He has even helped bring a fugitive to justice. But even a future star lawyer like Theo has to deal with statewide standardized testing.<br><br> When an anonymous tip leads the school board to investigate a suspicious increase in scores at another local middle school, Theo finds himself thrust in the middle of a cheating scandal. With insider knowledge and his future on the line, Theo must follow his keen instincts to do what&rsquo;s right in the newest case for clever kid lawyer Theo Boone.&#160;&#160;<br><br><br><b>"Not since Nancy Drew has a nosy, crime-obsessed kid been so hard to resist."&mdash;<i>The New York Times</i><br><br>"Smartly written."&mdash;<i>USA Today</i><br><br>"Edge-of-your-seat drama, sophisticated plotting, and plenty of spunk."&mdash;<i>Chicago Sun-Times</i><br><br>"Classic Grisham."&mdash;<i>The Los Angeles Times</i></b>
9780060558420|When Lacey Quinn inherits the striking landscapes painted by her late grandfather, she sets out to prove they are as good as anything hanging in museums with California Impressionists today. But the paintings in her possession are more than the works of a talented master, they are anguished voices from the grave--crying murder!<p>Lacey researches her grandfather's past and is rocked by a strange series of violent events. Someone wants to steal her inheritance and reduce the paintings to unrecognizable ashes in a suspicious blaze.<p>Ian Lapstrake, a security specialist working for the appraisal house Rareties Unlimited, has taken an interest in Lacey's inheritance&#133;and in her. Their search for answers leads them down a road paved with lies, blood, and a shocking family history. Clues to a series of unexplained murders may be hidden in the brush strokes -- clues that have now marked Lacey and Ian for death.
9780061882692|<p><strong>An I Can Read story from <em>New York Times</em> bestselling duo Jane O&#8217;Connor and Robin Preiss Glasser&#58;</strong></p><p>Yummy, cupcakes are <em>scrumptious</em> (that&#8217;s fancy for tasty!). Nancy is thrilled to be making cupcakes for the bake sale! But will she remember to follow all of Mom's directions?</p><p><em>Fancy Nancy and the Delectable Cupcakes</em>, a Level One I Can Read adventure, is carefully crafted using short sentences, familiar words, and simple concepts for children eager to read on their own. Contains a glossary of Fancy Nancy&#8217;s fancy words.</p>
9780515144314|With each new book, more and more join the chorus of praise for "one of the most original and daring heroes in suspense fiction" (<i>The Providence Journal-Bulletin</i>), Lee Child's ex-military cop Jack Reacher.<br><br> In <i>Without Fail</i>, Reacher is approached by a Secret Service agent who needs a favor. "I want to hire you to assassinate the Vice President of the United States," she asks. She is the newly appointed head of the VP's security detail and wants Reacher to try to penetrate her team's shield. He has the skills and the stealth, and no one knows him. How else can she be sure her protection is truly effective? <br><br> What she doesn't tell Reacher-but what he soon discovers-is that a very determined and deadly team of assassins has just put the VP in its sights. These men have planned well, but they haven't planned on Reacher. For only Reacher has the head and the heart to corner his prey and bring them to justice-without fail. <P>Author Biography&#58; Lee Child is the author of six award-winning Jack Reacher novels.
9780061448195|With each new book, more and more join the chorus of praise for "one of the most original and daring heroes in suspense fiction" (<i>The Providence Journal-Bulletin</i>), Lee Child's ex-military cop Jack Reacher.<br><br> In <i>Without Fail</i>, Reacher is approached by a Secret Service agent who needs a favor. "I want to hire you to assassinate the Vice President of the United States," she asks. She is the newly appointed head of the VP's security detail and wants Reacher to try to penetrate her team's shield. He has the skills and the stealth, and no one knows him. How else can she be sure her protection is truly effective? <br><br> What she doesn't tell Reacher-but what he soon discovers-is that a very determined and deadly team of assassins has just put the VP in its sights. These men have planned well, but they haven't planned on Reacher. For only Reacher has the head and the heart to corner his prey and bring them to justice-without fail. <P>Author Biography&#58; Lee Child is the author of six award-winning Jack Reacher novels.
9780060010744|  <P><I>In a dazzling display of invention and storytelling, the incomparable Lois McMaster Bujold offers us the razor-keen edge of a very different sword...</I><P>The Curse of Chalion<P>On the eve of the Daughter's Day &#151; the grand celebration that will honor the Lady of Spring, one of the five reigning deities &#151; a man broken in body and spirit makes his way slowly down the road to Valenda. A former courtier and soldier, Cazaril has survived indignity and horrific torture as a slave aboard an enemy galley. Now he seeks nothing more than a menial job in the kitchens of the Dowager Provincara, in the noble household where he served as page in his youth.<P>But the gods have greater plans for this humbled man. Welcomed warmly, clothed and fed, he is named, to his great surprise, secretary tutor to the Royesse Iselle &#151; the beautiful, strong-willed sister of the impetuous boy who is destined to be the next ruler of the land. But the assignment must ultimately carry Cazaril to the one place he fears even more than the sea&#58; to the royal court of Cardegoss, rife with intrigues and lethal treacheries.<P>In Cardegoss, the powerful enemies who once placed Cozoril in chains and bound him to a Roknori oar now occupy the most lofty positions in the realm, beneath only the Roya himself. Yet something for more sinister than their scheming hangs like a sword over the royal family&#58; a curse of the blood that taints not only those who would rule, but those who stand in their circle. The life and future of both Iselle and her entire blighted House of Cholion lie in dire peril. The only recourse left to her loyal, damaged servant is the employment of the darkest and most forbidden ofmagics &#151; a choice that Will indelibly mark Cazaril as a tool of the miraculous ... and trap him, flesh and soul, in a maze of demonic paradox, damnation, and death for as long as he dares walk the five-fold pathway of the gods.<P>Only Robert A. Heinlein has won more Hugo Awards for Best Novel than Lois McMaster Bujold, a singularly lauded author whose work has been compared to Jane Austen's. Now channeling her remarkable storytelling genius in an exciting new direction, she creates a riveting tale rich in atmosphere, magic, character, and consequence that twists and turns in unanticipated ways. Much more than simply the next eagerly awaited tour de force by Lois McMaster Bujold, <I>The Curse of Chalion</I> is a stunning masterwork of fantastic invention that demonstrates the vast range of her astonishing tolents &#151; and elevates her into the pantheon of premier contemporary fantasists.
9780316051637|<P><b>From <i>New York Times </i>bestselling author Sam Kean comes incredible stories of science, history, finance, mythology, the arts, medicine, and more, as told by the Periodic Table. </b><br><br> Why did Gandhi hate iodine (I, 53)? How did radium (Ra, 88) nearly ruin Marie Curie's reputation? And why is gallium (Ga, 31) the go-to element for laboratory pranksters?*<br><br>The Periodic Table is a crowning scientific achievement, but it's also a treasure trove of adventure, betrayal, and obsession. These fascinating tales follow every element on the table as they play out their parts in human history, and in the lives of the (frequently) mad scientists who discovered them. <i>The Disappearing Spoon</i> masterfully fuses science with the classic lore of invention, investigation, and discovery&#151;from the Big Bang through the end of time.<br><br> *Though solid at room temperature, gallium is a moldable metal that melts at 84 degrees Fahrenheit. A classic science prank is to mold gallium spoons, serve them with tea, and watch guests recoil as their utensils disappear.<br><br> <b>"Kean unpacks the periodic table's bag of tricks with such aplomb and fascination that material normally as heavy as lead transmutes into gold." &#151; <i>Entertainment Weekly</i></b>
9780375825538|The #1 bestselling chapter book series of all time celebrates 25 years with new covers and a new, easy-to-use numbering system!<br><br> Morgan le Fay, the magical librarian of Camelot, challenges Jack and Annie to find the answers to four riddles. To do so, they must travel under the sea and to the Wild West, the African plains, and the frozen Arctic. It&rsquo;s a difficult and dangerous task, but if Jack and Annie succeed, they will become Master Librarians!<br> &#160;<br> Books in this set include&#58; <i>Dolphins at Daybreak</i> (#9), <i>Ghost Town at Sundown</i> (#10), <i>Lions at Lunchtime</i> (#11), and Polar Bears Past Bedtime (#12).<br><br> Did you know that there&rsquo;s a Magic Tree House book for every kid?<br><br> <b>Magic Tree House&#58; Adventures with Jack and Annie, perfect for readers who are just beginning chapter books</b><br> Merlin Missions&#58; More challenging adventures for the experienced reader<br> Super Edition&#58; A longer and more dangerous adventure<br> Fact Trackers&#58; Nonfiction companions to your favorite Magic Tree House adventures<br><br> Have more fun with Jack and Annie at MagicTreeHouse.com!
9780141312415|/George/Jean Craighead In the sequel to the classic Newbery Honor Book My Side of the Mountain, Sam is still on his own with his falcon, Frightful, and his independent sis ter, Alice, lives in a tree house of her own nearby. Then Frightful is taken away by a conservation officer, and Alice disappears. When he tracks them to the far side of the
9780440334620|Beloved storyteller Belva Plain understands the rich tapestry of the human heart like no other. Her many dazzling <i>New York Times</i> bestsellers probe the shifting bonds of marriage and family with insight, compassion, and uncommon grace. And her new novel is no exception. A tale of fathers and daughters, lovers and families, acts of love and acts of betrayal, <i>Her Father&#8217;s House</i> is Belva Plain&#8217;s most powerful and unforgettable novel yet.<br><br>It is the spring of 1968 when Donald Wolfe, a young graduate of a midwestern law school, arrives in New York. Filled with ambition and idealism, he is dazzled not only by the big city but by the vivacious, restless Lillian, whom he marries in the heat of infatuation. <br><br>Surely theirs is no marriage made in heaven, but they have a child, Tina, and she is the love of Donald&#8217;s heart. For her he would give up everything&#151;his home, his distinguished career, and his freedom. When his flawed marriage begins to fail, a choice must be made. Shall he consider a step that would force him into flight and a life of hiding?<br><br>From her earliest years, Tina is exceptional, a brilliant student and a joyous, loving spirit. At the university she falls in love with Gilbert, who graduates from law school just as she is about to enter medical school. Together they go to New York, where she learns the truth about her family&#8217;s past, a truth that must change her regard for the father who has protected and cherished her. When a terrible lie has been told out of love, can it be forgiven?<br><br>With courage and compassion, Belva Plain paints a moving portrait of the choices that shape the course of our lives, the secretsthat haunt us, and the love that helps us heal and move on. It is a work of riveting storytelling and rare emotional power by one of the most gifted novelists of our time.
9780307021526|<P>All aboard! This classic Little Golden Book, originally published in 1953, tells the tale of a charming red caboose who wants nothing more than to be as popular as the big steam engine at the front of the train. Boys and girls will love the inspiring tale and the colorful illustrations by Tibor Gergely.
9780062335562|<p><strong><em>Endling #2&#58; The First</em> is the second book in an epic middle grade animal fantasy series by Katherine Applegate, Newbery Medal-winning and #1 <em>New York Times</em> bestselling author of <em>The One and Only Ivan</em>, <em>Wishtree</em>, and <em>Crenshaw</em>!</strong></p><p>To learn if she truly is the last dairne in the world&#8212;the endling&#8212;Byx and her friends must travel into the snow-covered mountains of the country of Dreyland, where they hope to uncover the truth behind the legend of a hidden dairne colony. But the threat of war across the lands continues to grow with each passing day. </p><p>As the group confronts untold dangers at every turn, they will ultimately uncover a treacherous plot that involves the other powerful governing species.&#160;With both her dreams and all the creatures of Nedarra on the brink of extinction, Byx and her friends are determined to never give up hope.</p><p>Soon they find themselves the unlikely leaders in a simmering rebellion that risks everything they hold dear. Byx may be the last of her kind, but will she also be the first to lead the revolution? </p><p><strong>In this sequel to the <em>New York Times</em> bestselling first book&#8212;which received four starred reviews&#8212;Katherine Applegate once again delivers an action-packed middle grade fantasy with a unique setting, enthralling characters, and gripping adventure that is perfect for fans of Rick Riordan, Brian Jacques, and Tui T. Sutherland.</strong></p>
9780385539241|<P><b>The stunning graphic novel adaptation &bull; A must-read and collector&rsquo;s item for fans of &ldquo;the patron saint of feminist dystopian fiction&rdquo; (<i>New York Times</i>).</b><br>&#160;<br><b>Look for&#160;<i>The Testaments</i>,&#160;the sequel to&#160;<i>The Handmaid&rsquo;s Tale</i>, coming September 2019.</b><br>&#160;<br>In Margaret Atwood&rsquo;s dystopian future, environmental disasters and declining birthrates have led to a Second American Civil War. The result is the rise of the Republic of Gilead, a totalitarian regime that enforces rigid social roles and enslaves the few remaining fertile women. Offred is one of these, a Handmaid bound to produce children for one of Gilead&rsquo;s commanders. Deprived of her husband, her child, her freedom, and even her own name, Offred clings to her memories and her will to survive.<br><br>Provocative, startling, prophetic,&#160;<i>The Handmaid&rsquo;s Tale</i>&#160;has long been a global phenomenon. With this beautiful graphic novel adaptation of Margaret Atwood&rsquo;s modern classic, beautifully realized by artist Ren&eacute;e Nault, the terrifying reality of Gilead has been brought to vivid life like never before.
9780451532640|<P><b>Travel back to the time when the mighty dinosaurs ruled the earth.</b><br><br>The Age of Dinosaurs began about 250 million years ago. In the beginning they were quite small but over time they evolved into the varied and fascinating creatures that captivate our imaginations today. What we know about dinosaurs is evolving, too! We've learned that some dinosaurs were good parents, that dinosaurs could grow new teeth when old ones fell out, and that most dinosaurs walked on two legs. We've even discovered that birds are modern relatives of dinosaurs!
9780385343848|<P><b>NATIONAL BOOK AWARD FINALIST &bull;<i>&#160;NEW YORK TIMES&#160;</i>BESTSELLER &bull; &ldquo;Spectacular . . . [T&eacute;a Obreht] spins a tale of such marvel and magic in a literary voice so enchanting that the mesmerized reader wants her never to stop.&rdquo;&mdash;<i>Entertainment Weekly&#160;</i></b><br><br><b>Look for T&eacute;a Obreht&rsquo;s second novel,&#160;<i>Inland</i>, now available.&#160;</b><br><br><b>NAMED ONE OF THE TEN BEST BOOKS OF THE YEAR BY Michiko Kakutani,&#160;<i>The New York Times &bull; Entertainment Weekly &bull; The Christian Science Monitor &bull; The Kansas City Star &bull; Library Journal</i></b><br><br>Weaving a brilliant latticework of family legend, loss, and love, T&eacute;a Obreht, the youngest of&#160;<i>The New Yorker</i>&rsquo;s twenty best American fiction writers under forty, has spun a timeless novel that will establish her as one of the most vibrant, original authors of her generation.<br><br>In a Balkan country mending from war, Natalia, a young doctor, is compelled to unravel the mysterious circumstances surrounding her beloved grandfather&rsquo;s recent death. Searching for clues, she turns to his worn copy of&#160;<i>The Jungle Book&#160;</i>and the stories he told her of his encounters over the years with &ldquo;the deathless man.&rdquo; But most extraordinary of all is the story her grandfather never told her&mdash;the legend of the tiger&rsquo;s wife.<br><br><b>NAMED ONE OF THE BEST BOOKS OF THE YEAR BY&#160;<i>The Wall Street Journal &bull; O&#58; The Oprah Magazine &bull; The Economist &bull; Vogue &bull;&#160;</i>Slate<i>&#160;&bull; Chicago Tribune &bull; The Seattle Times &bull; Dayton Daily News &bull; Publishers Weekly &bull;&#160;</i>Alan Cheuse, NPR&rsquo;s&#160;<i>All Things Considered</i></b><br><br>&ldquo;Stunning . . . a richly textured and searing novel.&rdquo;<b>&mdash;Michiko Kakutani,&#160;<i>The New York Times</i></b><br><br>&ldquo;[Obreht] has a talent for subtle plotting that eludes most writers twice her age, and her descriptive powers suggest a kind of channeled genius. . . . No novel [this year] has been more satisfying.&rdquo;<b>&mdash;<i>The Wall Street Journal</i>&#160;&#160;<br></b><br>&ldquo;Filled with astonishing immediacy and presence, fleshed out with detail that seems firsthand,&#160;<i>The Tiger&rsquo;s Wife&#160;</i>is all the more remarkable for being the product not of observation but of imagination.&rdquo;<b>&mdash;<i>The New York Times Book Review</i></b><br><br>&ldquo;That&#160;<i>The Tiger&rsquo;s Wife</i>&#160;never slips entirely into magical realism is part of its magic. . . . Its graceful commingling of contemporary realism and village legend seems even more absorbing.&rdquo;<b>&mdash;<i>The Washington Post</i></b></p>
9780316363174|<P>In his daydreams, Jensen is the biggest hero that ever was, saving the world and his friends on a daily basis. But his middle school reality is VERY different&#151;math is hard, getting along with friends is hard...Even finding a partner for the class project is a huge problem when you always get picked last. And the pressure's on even more once the school newspaper's dynamic duo, Jenny and Akilah, draw Jensen into the whirlwind of school news, social-experiment projects, and behind-the-scenes club drama. Jensen has always played the middle school game one level at a time, but suddenly, someone's cranked up the difficulty setting. Will those daring daydreams of his finally work in his favor, or will he have to find real solutions to his real-life problems? The charming world of Berrybrook Middle School gets a little bigger in this highly anticipated follow-up to Svetlana Chmakova's award-winning <i>Awkward</i> with a story about a boy who learns his own way of being brave!
9780062882820|<p><strong>From Bulletproof creator and bestselling author Dave Asprey comes a revolutionary approach to anti-aging that will help you up your game at any age.</strong></br></br><strong>** <em>New York Times</em> Bestseller **</strong></p><p>Dave Asprey suffered countless symptoms of aging as a young man, which sparked a life-long burning desire to grow younger with each birthday. For more than twenty years, he has been on a quest to find innovative, science-backed methods to upgrade human biology and redefine the limits of the mind, body, and spirit. The results speak for themselves. Now in his forties, Dave is smarter, happier, and more fit and successful than ever before. </p><p>In <em>Super Human</em>, he shows how this is level of health and performance possible for all of us. While we assume we will peak in middle age and then decline, Asprey&rsquo;s research reveals there is another way. It is possible to make changes on the sub-cellular level to dramatically extend life span. And the tools to live longer also give you more energy and brainpower right now. </p><p>The answers lie in Dave&rsquo;s Seven Pillars of Aging that contribute to degeneration and disease while diminishing your performance in the moment. Using simple interventions&#151;like diet, sleep, light, exercise, and little-known but powerful hacks from ozone therapy to proper jaw alignment, you can decelerate cellular aging and supercharge your body&rsquo;s ability to heal and rejuvenate.?</p><p>A self-proclaimed human guinea pig, Asprey arms readers with practical advice to maximize their lives at every age with his signature mix of science-geek wonder, candor, and enthusiasm. Getting older no longer has to mean decline. Now it&rsquo;s an opportunity to become <em>Super Human.</em></p>
9780062935045|<p>The spine-tingling, bone-chilling&#160;novel of supernatural suspense from the #1 <em>New York Times </em>bestselling author of <em>The Fireman </em>and<em> Horns</em>&#8212;now an AMC original series starring Zachary Quinto, Ebon Moss-Bachrach, and Ashleigh Cummings.</p><p><strong>&#8220;</strong><strong>A masterwork of horror.&#8221;&#8212;&#160;<em>Time</em><em> </em></strong></p><p>Victoria McQueen has an uncanny knack for finding things&#58; a misplaced bracelet, a missing photograph, answers to unanswerable questions. When she rides her bicycle over the rickety old covered bridge in the woods near her house, she always emerges in the places she needs to be.</p><p>Charles Talent Manx has a gift of his own. He likes to take children for rides in his 1938 Rolls-Royce Wraith with the vanity plate NOS4A2. In the Wraith, he and his innocent guests can slip out of the everyday world and onto hidden roads that lead to an astonishing playground of amusements he calls Christmasland. The journey across the highway of Charlie's twisted imagination transforms his precious passengers, leaving them as terrifying and unstoppable as their benefactor.</p><p>Then comes the day when Vic goes looking for trouble...and finds her way to Charlie. That was a lifetime ago. Now, the only kid ever to escape Charlie's evil is all grown up and desperate to forget. But Charlie Manx hasn't stopped thinking about Victoria McQueen. On the road again, he won't slow down until he's taken his revenge. He's after something very special&#8212;something Vic can never replace.</p><p>As a life-and-death battle of wills builds, Vic McQueen prepares to destroy Charlie once and for all&#8212;or die trying.</p>
9780060887186|<p><strong>The first installment of Bernard Cornwell&#8217;s <em>New York Times </em>bestselling series chronicling the epic saga of the making of England, &#8220;like Game of Thrones, but real&#8221; (<em>The Observer</em>, London)&#8212;the basis for&#160;<em>The Last Kingdom</em>, the hit&#160; Netflix series.</strong></p><p>This is the exciting&#8212;yet little known&#8212;story of the making of England in the 9th and 10th centuries, the years in which King Alfred the Great, his son and grandson defeated the Danish Vikings who had invaded and occupied three of England&#8217;s four kingdoms.</p><p>The story is seen through the eyes of Uhtred, a dispossessed nobleman, who is captured as a child by the Danes and then raised by them so that, by the time the Northmen begin their assault on Wessex (Alfred&#8217;s kingdom and the last territory in English hands) Uhtred almost thinks of himself as a Dane. He certainly has no love for Alfred, whom he considers a pious weakling and no match for Viking savagery, yet when Alfred unexpectedly defeats the Danes and the Danes themselves turn on Uhtred, he is finally forced to choose sides. By now he is a young man, in love, trained to fight and ready to take his place in the dreaded shield wall. Above all, though, he wishes to recover his father&#8217;s land, the enchanting fort of Bebbanburg by the wild northern sea.</p><p>This thrilling adventure&#8212;based on existing records of Bernard Cornwell&#8217;s ancestors&#8212;depicts a time when law and order were ripped violently apart by a pagan assault on Christian England, an assault that came very close to destroying England.</p>
9780440246077|<P>Six shots. Five dead. One heartland city thrown into a state of terror. But within hours the cops have it solved&#58; a slam-dunk case. Except for one thing. The accused man says&#58; You got the wrong guy. Then he says&#58; Get Reacher for me. <br><br>And sure enough, ex&#8212;military investigator Jack Reacher is coming. He knows this shooter&#8211;a trained military sniper who never should have missed a shot. Reacher is certain something is not right&#8211;and soon the slam-dunk case explodes.<br><br>Now Reacher is teamed with a beautiful young defense lawyer, moving closer to the unseen enemy who is pulling the strings. Reacher knows that no two opponents are created equal. This one has come to the heartland from his own kind of hell. And Reacher knows that the only way to take him down is to match his ruthlessness and cunning&#8211;and then beat him shot for shot.
9780142410707|<P><b>From the #1 bestselling author of <i>Turtles All the Way Down </i>and&#160;<i>The Fault in Our Stars</i><br><br>Michael L. Printz Honor Book<br>Los Angeles Times Book Prize Finalist<br><i>New York Times </i>Bestseller<br><br>When it comes to relationships, Colin Singleton&rsquo;s type is girls named Katherine. And when it comes to girls named Katherine, Colin is always getting dumped. Nineteen times, to be exact. On a road trip miles from home, this anagram-happy, washed-up child prodigy has ten thousand dollars in his pocket, a bloodthirsty feral hog on his trail, and an overweight, Judge Judy&ndash;loving best friend riding shotgun&mdash;but no Katherines. Colin is on a mission to prove The Theorem of Underlying Katherine Predictability, which he hopes will predict the future of any relationship, avenge Dumpees everywhere, and finally win him the girl. Love, friendship, and a dead Austro-Hungarian archduke add up to surprising and heart-changing conclusions in this ingeniously layered comic novel about reinventing oneself.</b>
9780310750628|Here's a collection of knock-knock jokes that is both hilarious and wholesome. It's sure to send every kid you know to his knees in a breath-stealing, side-splitting, uncontrollable fit of giggles. With more than 350 jokes, the laughs are sure to never quit. It's fun for the whole family and includes bonus Qand A jokes and riddles too!
9780399542619|<P><b>The story of a poor boy from Brazil who became the greatest soccer player of all time and one of the most important athletes of the twentieth century!</b><br><br>His parents may have named him Edson Arantes do Nascimento, but to the rest of the world, he is known as Pel&eacute;. The now-retired professional soccer forward stunned Brazil when he began playing for the Santos soccer club at age fifteen. He then went on to captivate the world when he joined his country's national soccer team and helped them win three World Cup championships. Although he's hailed as a national hero for his accomplishments in soccer, Pel&eacute; has been an influential person both on and off the pitch. His work with organizations like UNICEF has helped improve conditions for children around the world. Young readers can learn more about the man who connected soccer with the phrase "The Beautiful Game."
9780385743570|<P><b><b>The #1 <i>New York Times</i> bestseller from Brandon Sanderson, the author of <i>Oathbringer</i>, coauthor of Robert Jordan&rsquo;s The Wheel of Time series, and creator of the internationally bestselling Mistborn trilogy. And don&rsquo;t miss the rest of the Reckoners series&#58; <i>Firefight</i> and <i>Calamity</i></b></b>.</p><P>&#160;&#160; How far would you go for revenge if someone killed your father?<br>&#160;&#160; If someone destroyed your city?<br>&#160;&#160; If everything you ever loved was taken from you?<br>&#160;&#160; David Charleston will go to any lengths to stop Steelheart. But to exact revenge in Steelheart&rsquo;s world, David will need the Reckoners&mdash;a shadowy group of rebels bent on maintaining justice. <br>&#160;&#160; And it turns out that the Reckoners might just need David too.<br>&#160;&#160; Look for book two in the Reckoners series, <i>Firefight</i>, available now.</p><b><u>Praise for the Reckoners series</u></b><br><br> <b>#1 <i>New York Times</i> Bestselling Series</b><br><br> &ldquo;<b>Another win for Sanderson</b> . . . he&rsquo;s <b>simply a brilliant writer.</b> Period.&rdquo; &mdash;Patrick Rothfuss, author of the <i>New York Times</i> and <i>USA Today</i> bestseller <i>The Name of the Wind</i><br> &#160;<br> &ldquo;<b>Action-packed.</b>&rdquo; &mdash;EW.com<br> &#160;<br> &ldquo;<b>Compelling</b>. . . . Sanderson uses plot twists that he teases enough for readers to pick up on to distract from the more dramatic reveals he has in store.&rdquo; &mdash;<i>The A.V. Club</i>
9780385742894|<P><b>Book four in the blockbuster Maze Runner series that spawned a movie franchise and ushered in a worldwide phenomenon! And don&rsquo;t miss</b> <b><i>The Fever Code, </i>the highly-anticipated series conclusion that finally reveals the story of how the maze was built!</b><br> &#160;<br>&#160;&#160; Before WICKED was formed, before the Glade was built, before Thomas entered the Maze, sun flares hit the earth, killing most of the population.<br>&#160;&#160; Mark and Trina were there when it happened. They survived. But now a virus is spreading. A virus that fills humans with murderous rage. <br>&#160;&#160; They&rsquo;re convinced that there&rsquo;s a way to save those who are left&mdash;<i>if</i> they can stay alive. Because in this new, devastated world, every life has a price. And to some you&rsquo;re worth more dead than alive. <br>&#160;&#160; <i>The end is only the beginning.</i><br><br> <i>The Maze Runner, Maze Runner&#58; The Scorch Trials,</i> and <i>Maze Runner&#58; The Death Cure</i> are all now major motion pictures featuring the star of MTV's&#160;<i>Teen Wolf</i>, Dylan O&rsquo;Brien; Kaya Scodelario; Aml Ameen; Will Poulter; and Thomas Brodie-Sangster.<br> &#160;<br> <b>Also look for James Dashner&rsquo;s edge-of-your-seat MORTALITY DOCTRINE series!</b><br> <u><br> <b>Praise for the Maze Runner series&#58;</b></u><br> <b>A #1&#160;<i>New York Times</i>&#160;Bestselling Series</b><br> <b>A&#160;<i>USA Today</i>&#160;Bestseller</b><br> <b>A&#160;<i>Kirkus Reviews</i>&#160;Best Teen Book of the Year</b><br> <b>An ALA-YASLA Best Fiction for Young Adults Book</b><br> <b>An ALA-YALSA Quick Pick</b><br> &#160;<br> &ldquo;[A] mysterious survival saga that passionate fans describe as&#160;<b>a fusion of&#160;<i>Lord of the Flies</i>,&#160;<i>The Hunger Games</i>, and&#160;<i>Lost</i>.</b>&rdquo; &mdash;EW.com<br> &#160;<br> &ldquo;Wonderful action writing<b>&mdash;fast-paced</b>&hellip;but smart and well observed.&rdquo; <b>&mdash;</b><i>Newsday</i><br> &#160;<br> &ldquo;[A]&#160;<b>nail-biting</b>&#160;must-read.&rdquo; <b>&mdash;</b>Seventeen.com<br> &#160;<br> &ldquo;Breathless,&#160;<b>cinematic action.</b>&rdquo; &mdash;<i>Publishers Weekly</i><br> &#160;<br> &ldquo;<b>Heart pounding</b>&#160;to the very last moment.&rdquo; &mdash;<i>Kirkus Reviews</i><br> &#160;<br> &ldquo;<b>Exclamation-worthy.</b>&rdquo; &mdash;<i>Romantic Times</i><br> &#160;<br> &ldquo;James Dashner&rsquo;s illuminating prequel [<i>The Kill Order</i>] will thrill fans of this Maze Runner [series] and prove just as&#160;<b>exciting for readers</b>&#160;new to the series.&rdquo; &mdash;<i>Shelf Awareness</i>, Starred<br><br> &ldquo;<b>Take a deep breath before you start</b>&#160;any James Dashner book.&rdquo; &mdash;<i>Deseret News</i></p>
